EmployeeID,EmployeeName,Age,Gender,Location,Department,Role,YearsAtCompany,DateOfJoining,YearsInCurrentRole,EducationLevel,MonthlySalaryINR,WorkHoursPerWeek,ProjectsHandled,TrainingHoursLastYear,SickLeavesLastYear,OvertimeHoursLastMonth,ManagerRating,DisciplinaryNotices,PolicyViolationsLastYear,PerformanceRating,PromotionLast2Years,ComplianceRiskLevel,AttritionRisk
45239,Priya Chatterjee,34,Male,Ahmedabad,Compliance,Team Lead,7,8/4/2018,0,Bachelor,105365,42,7,109,8,19,4,1,1,2,No,Medium,Medium
45240,Mohit Sharma,30,Female,Delhi,Legal,Analyst,3,7/31/2022,0,Master,36878,56,3,8,1,30,1,1,0,1,No,Medium,Medium
45241,Mohit Kumar,46,Male,Hyderabad,Legal,Engineer,5,9/13/2020,2,Master,63112,56,2,77,3,24,4,1,1,2,No,High,High
45242,Isha Reddy,42,Female,Ahmedabad,HR,Engineer,1,10/1/2024,0,Bachelor,80164,46,7,48,14,9,3,1,0,1,No,Medium,Medium
45243,Ashish Mukherjee,51,Male,Pune,Legal,Manager,13,11/10/2012,4,Bachelor,166929,41,8,9,4,2,4,0,0,2,No,Low,Medium
45244,Sunita Tripathi,41,Female,Gurgaon,Operations,Analyst,1,12/13/2024,0,Bachelor,47684,52,2,90,13,17,4,0,0,2,No,Low,Low
45245,Prashant Kulkarni,55,Male,Delhi,HR,Manager,16,11/7/2009,2,Diploma,148829,47,6,28,13,11,4,1,0,3,Yes,Low,Medium
45246,Manish Mishra,26,Female,Delhi,Operations,Senior Engineer,4,12/31/2021,4,Bachelor,111544,52,6,27,4,20,4,0,0,2,No,Low,Low
45247,Rekha Singh,38,Female,Delhi,Finance,Analyst,0,12/4/2025,0,Bachelor,59526,47,1,7,10,14,3,0,0,2,No,Low,Low
45248,Manish Malhotra,37,Female,Mumbai,Operations,Analyst,2,1/17/2024,1,Diploma,47762,42,8,4,3,21,3,0,0,2,No,Low,Low
45249,Neha Mukherjee,35,Female,Chennai,Finance,Senior Engineer,7,11/16/2018,1,Bachelor,82757,44,5,59,1,9,3,0,0,2,Yes,Low,Medium
45250,Shweta Kulkarni,42,Female,Hyderabad,Operations,Engineer,5,1/8/2021,0,Bachelor,61358,46,6,15,6,6,3,0,0,2,No,Low,Medium
45251,Tanya Naidu,36,Male,Delhi,Sales,Team Lead,6,11/28/2019,0,Bachelor,166989,42,1,98,10,25,3,1,0,2,Yes,Low,Low
45252,Priya Kumar,39,Male,Mumbai,Engineering,Executive,1,1/7/2025,0,Bachelor,23932,46,7,111,10,22,3,2,0,2,No,Medium,Medium
45253,Tanya Joshi,36,Male,Pune,Legal,Engineer,5,8/4/2020,3,Bachelor,74576,52,10,14,8,34,5,2,2,2,No,High,Medium
45254,Nikhil Verma,50,Female,Mumbai,Operations,Manager,8,9/27/2017,3,Diploma,199031,50,11,34,7,33,4,0,1,2,Yes,Medium,Medium
45255,Rahul Das,33,Female,Mumbai,Compliance,Engineer,5,10/4/2020,2,Diploma,74816,52,1,13,4,24,4,2,0,2,No,Medium,Low
45256,Suresh Bansal,48,Female,Gurgaon,IT Support,Engineer,5,9/17/2020,4,Diploma,65421,42,3,50,3,3,4,0,1,2,No,Low,Low
45257,Sunita Iyer,29,Female,Delhi,Compliance,Engineer,2,11/9/2023,2,PhD,74965,54,1,36,12,29,3,0,0,2,Yes,Low,Medium
45258,Pallavi Malhotra,39,Female,Delhi,HR,Senior Engineer,5,11/4/2020,5,Diploma,109992,43,6,4,4,0,2,1,0,1,No,Low,High
45259,Ankit Agarwal,46,Male,Hyderabad,Legal,Analyst,2,9/18/2023,1,Bachelor,45137,51,4,7,6,3,2,0,0,1,No,Low,Medium
45260,Sneha Saxena,39,Male,Bangalore,Finance,Senior Engineer,4,9/5/2021,1,Bachelor,89496,54,2,90,7,14,4,0,0,3,No,Low,Low
45261,Neha Reddy,36,Male,Hyderabad,Engineering,Analyst,0,8/31/2025,0,Diploma,40248,52,9,119,6,4,2,0,2,1,No,Medium,High
45262,Neha Khanna,43,Male,Pune,Operations,Analyst,3,10/17/2022,1,Bachelor,57495,50,10,61,3,21,4,0,0,2,Yes,Low,Low
45263,Rohit Mishra,26,Female,Ahmedabad,HR,Engineer,1,10/19/2024,1,Master,89605,59,9,66,7,37,2,0,1,1,No,Medium,Medium
45264,Karan Bansal,44,Male,Mumbai,Sales,Manager,12,12/26/2013,5,Master,140795,56,2,78,12,39,5,0,0,2,No,Low,Medium
45265,Seema Jain,32,Female,Bangalore,Legal,Executive,2,10/15/2023,2,Bachelor,37726,54,6,57,0,3,2,0,0,1,No,Medium,Medium
45266,Rohit Patel,43,Female,Pune,Engineering,Engineer,2,11/16/2023,1,Bachelor,83530,50,9,27,5,17,3,1,1,2,No,Medium,Low
45267,Simran Tiwari,31,Female,Delhi,Sales,Analyst,3,8/31/2022,2,Bachelor,53112,58,10,27,0,17,3,3,2,1,No,High,High
45268,Meena Malhotra,31,Female,Gurgaon,Finance,Senior Engineer,8,8/19/2017,3,Diploma,123493,50,11,70,9,36,4,2,0,3,Yes,Medium,Low
45269,Manish Kulkarni,51,Male,Delhi,Finance,Team Lead,8,11/27/2017,3,Diploma,124452,48,6,74,5,8,3,1,2,1,No,High,High
45270,Nisha Reddy,48,Female,Delhi,Engineering,Senior Manager,20,10/5/2005,4,Bachelor,280315,44,9,62,14,32,5,0,0,2,Yes,Low,Medium
45271,Sunita Mukherjee,30,Female,Mumbai,Marketing,Senior Engineer,7,12/6/2018,1,Bachelor,115507,45,9,82,12,31,4,0,0,2,Yes,Low,Low
45272,Amit Mukherjee,24,Female,Pune,Engineering,Analyst,1,8/31/2024,1,Bachelor,41244,40,10,52,5,1,4,1,2,2,No,High,High
45273,Seema Mukherjee,33,Female,Noida,Marketing,Team Lead,9,1/12/2017,2,Bachelor,130060,40,11,43,9,1,4,0,0,2,Yes,Low,Low
45274,Vikas Bansal,34,Male,Mumbai,Engineering,Engineer,1,11/18/2024,1,Bachelor,79275,59,8,96,6,5,3,0,1,2,No,Medium,Low
45275,Rekha Mukherjee,34,Male,Delhi,HR,Senior Engineer,7,7/27/2018,3,Bachelor,83086,42,4,77,1,39,4,0,1,2,No,High,Medium
45276,Ritu Verma,47,Female,Chennai,HR,Team Lead,9,10/12/2016,2,Master,153656,52,4,68,4,4,4,0,0,4,Yes,Low,Low
45277,Prashant Chopra,50,Male,Hyderabad,Legal,Manager,15,1/9/2011,1,Master,213943,51,4,43,7,2,4,0,0,2,Yes,Low,Low
45278,Suresh Reddy,48,Female,Gurgaon,Engineering,Manager,15,1/24/2011,5,Bachelor,143612,50,1,5,0,1,5,0,0,2,Yes,Low,Medium
45279,Priya Jain,48,Male,Hyderabad,HR,Team Lead,12,9/15/2013,1,Bachelor,145121,56,7,69,11,26,4,0,0,2,Yes,Low,High
45280,Rekha Rao,29,Female,Pune,Engineering,Executive,1,10/5/2024,0,Bachelor,38017,55,5,20,8,32,1,0,1,1,No,Low,Low
45281,Meena Ghosh,36,Female,Hyderabad,IT Support,Engineer,4,11/30/2021,4,Master,65746,45,3,90,1,6,4,0,2,2,Yes,High,Medium
45282,Rakesh Rao,36,Male,Bangalore,Operations,Executive,1,9/15/2024,1,Bachelor,33658,49,7,117,13,14,4,1,0,2,No,Medium,Low
45283,Arjun Singh,26,Male,Mumbai,Engineering,Analyst,2,11/11/2023,2,Bachelor,44449,50,2,52,8,6,2,0,0,1,No,Low,High
45284,Prashant Verma,22,Male,Gurgaon,Marketing,Executive,0,12/22/2025,0,Bachelor,32472,53,10,45,11,34,1,0,0,1,No,Low,Medium
45285,Rakesh Saxena,47,Male,Delhi,Engineering,Team Lead,10,9/6/2015,3,Master,132536,41,2,74,7,15,5,1,1,3,No,Medium,Medium
45286,Rahul Deshpande,40,Male,Pune,Legal,Engineer,5,11/16/2020,1,Bachelor,67833,51,8,93,9,23,2,1,1,1,No,Medium,Low
45287,Ritu Pandey,58,Female,Bangalore,Compliance,Manager,14,1/5/2012,4,Bachelor,154078,59,9,22,4,32,4,0,1,2,No,Medium,Low
45288,Riya Tripathi,44,Female,Gurgaon,HR,Analyst,3,12/20/2022,2,Bachelor,32859,44,6,64,13,11,3,0,0,2,No,Low,Low
45289,Riya Das,36,Male,Gurgaon,Compliance,Senior Engineer,7,9/20/2018,4,PhD,102140,54,3,115,10,10,4,0,0,3,No,Low,Low
45290,Prashant Reddy,27,Male,Hyderabad,Marketing,Engineer,1,12/10/2024,0,Bachelor,76694,46,11,42,1,7,4,0,0,3,No,Low,Low
45291,Rahul Deshpande,48,Male,Gurgaon,Sales,Senior Engineer,9,9/4/2016,2,Master,97839,54,8,75,4,3,2,0,0,1,No,Low,Medium
45292,Pooja Tiwari,30,Female,Delhi,Finance,Team Lead,6,12/12/2019,2,Master,131966,48,10,93,9,12,3,0,0,2,Yes,Medium,Medium
45293,Seema Khanna,23,Female,Mumbai,Compliance,Executive,0,1/8/2026,0,Bachelor,31351,40,4,71,13,22,2,0,0,2,No,Low,Medium
45294,Shweta Mishra,44,Male,Mumbai,Sales,Manager,14,9/4/2011,4,Master,205876,40,1,5,4,0,5,0,0,3,No,Low,Low
45295,Deepak Tripathi,46,Male,Ahmedabad,Engineering,Executive,2,11/16/2023,0,Bachelor,30545,42,9,106,2,30,3,0,0,2,No,Low,Low
45296,Akash Mukherjee,37,Female,Gurgaon,Legal,Senior Engineer,6,10/5/2019,0,Bachelor,95316,58,5,108,8,30,3,0,0,2,Yes,Low,Medium
45297,Nikhil Naidu,50,Male,Mumbai,Operations,Senior Manager,20,1/18/2006,2,Master,279045,43,8,115,9,23,5,0,0,2,Yes,Low,Low
45298,Swati Naidu,33,Female,Noida,IT Support,Senior Engineer,5,8/1/2020,1,Master,112065,46,2,29,0,12,3,0,0,2,Yes,Low,Low
45299,Rohit Tiwari,45,Male,Bangalore,Marketing,Engineer,2,12/25/2023,0,Bachelor,88730,57,4,79,6,7,2,0,2,1,No,High,High
45300,Manish Kulkarni,27,Male,Noida,HR,Engineer,3,11/10/2022,2,Diploma,59042,51,5,12,9,29,3,0,0,2,No,Low,Low
45301,Suresh Chopra,34,Female,Pune,Operations,Senior Engineer,5,7/26/2020,1,Bachelor,120771,47,7,108,4,7,3,0,0,3,Yes,Low,Low
45302,Meena Bansal,30,Male,Bangalore,HR,Analyst,0,10/29/2025,0,Master,34239,55,9,102,9,29,4,2,0,3,No,Medium,Low
45303,Priya Chopra,41,Female,Hyderabad,Legal,Senior Engineer,4,12/5/2021,0,Bachelor,88301,53,6,67,12,0,2,0,0,2,No,Low,Low
45304,Aarti Mehta,35,Female,Mumbai,Finance,Senior Engineer,8,12/11/2017,1,Master,89887,45,2,4,11,9,4,0,0,2,Yes,Low,Low
45305,Vikas Naidu,50,Female,Noida,Compliance,Team Lead,7,11/27/2018,2,Bachelor,148071,53,3,49,8,22,3,0,0,2,No,Low,Low
45306,Pallavi Naidu,40,Female,Chennai,Engineering,Team Lead,7,10/23/2018,3,Bachelor,106374,43,7,44,11,8,3,0,0,2,No,Low,Medium
45307,Neha Agarwal,37,Female,Delhi,Compliance,Senior Engineer,7,1/21/2019,3,Bachelor,137543,50,10,54,12,23,3,0,0,1,Yes,Low,Medium
45308,Amit Patel,31,Male,Hyderabad,Finance,Analyst,1,9/13/2024,1,Diploma,33778,42,4,61,11,17,4,0,1,2,No,Medium,Low
45309,Ankit Banerjee,43,Female,Chennai,Legal,Engineer,3,11/6/2022,1,Master,58290,53,7,117,2,29,4,2,1,2,No,High,Medium
45310,Tanya Singh,36,Male,Delhi,IT Support,Analyst,2,9/12/2023,0,Bachelor,52790,52,3,29,7,32,2,2,0,1,No,Medium,Medium
45311,Prashant Das,50,Female,Hyderabad,IT Support,Senior Manager,20,11/21/2005,3,Bachelor,197078,41,1,70,4,21,5,0,0,2,Yes,Low,Low
45312,Kavita Khanna,33,Male,Mumbai,Sales,Executive,1,12/6/2024,0,Bachelor,38309,54,4,29,9,6,2,0,2,1,No,High,High
45313,Tanya Kumar,34,Female,Chennai,HR,Team Lead,11,1/5/2015,2,Master,139938,59,3,80,9,6,4,1,0,2,Yes,Medium,Low
45314,Ankit Kulkarni,41,Female,Gurgaon,Sales,Senior Engineer,8,1/1/2018,5,Bachelor,129739,48,6,39,3,32,4,0,0,2,Yes,Low,Low
45315,Rakesh Iyer,24,Female,Pune,Finance,Engineer,1,8/14/2024,1,Bachelor,82301,54,2,58,14,32,4,0,0,3,No,Low,Low
45316,Deepak Malhotra,55,Female,Hyderabad,Marketing,Manager,13,8/6/2012,1,Bachelor,152505,56,7,7,8,14,5,1,0,3,Yes,Low,Low
45317,Manish Mehta,32,Female,Pune,Compliance,Engineer,5,12/17/2020,1,Master,71331,57,8,84,5,38,2,2,1,1,No,High,High
45318,Rohit Kulkarni,31,Female,Noida,Finance,Engineer,2,11/21/2023,2,Bachelor,64617,46,2,94,7,13,3,0,1,1,No,Low,Medium
45319,Tanya Rao,47,Female,Gurgaon,Marketing,Manager,14,11/11/2011,0,Bachelor,140265,41,4,16,6,38,5,0,2,2,Yes,High,Low
45320,Akash Malhotra,28,Female,Bangalore,HR,Analyst,2,10/19/2023,0,Bachelor,31895,46,4,64,10,9,2,0,0,1,Yes,Low,High
45321,Isha Patel,41,Female,Mumbai,Finance,Senior Engineer,8,11/15/2017,5,Master,137239,42,2,92,0,12,5,0,0,3,No,Low,Low
45322,Neha Iyer,40,Male,Delhi,IT Support,Senior Engineer,7,1/15/2019,3,Master,102607,44,7,41,14,28,4,0,1,3,No,Medium,Low
45323,Aarti Ghosh,44,Female,Delhi,Finance,Team Lead,12,9/7/2013,5,Bachelor,164312,45,4,54,0,1,3,0,1,2,No,Medium,Low
45324,Kavita Bansal,50,Female,Ahmedabad,Sales,Manager,8,11/30/2017,1,Diploma,151960,53,9,97,12,21,4,3,0,3,No,Medium,Low
45325,Suresh Jain,34,Male,Pune,Operations,Senior Engineer,6,10/14/2019,2,Bachelor,132582,56,5,46,13,34,3,1,0,1,No,Medium,Medium
45326,Sneha Banerjee,23,Female,Hyderabad,Engineering,Executive,1,1/4/2025,1,Bachelor,38392,47,9,17,13,12,4,0,2,2,No,Medium,Low
45327,Aarti Joshi,44,Male,Bangalore,Compliance,Senior Engineer,4,11/16/2021,3,Diploma,100658,47,11,29,5,0,4,0,0,2,No,Low,Medium
45328,Priya Kumar,23,Male,Bangalore,Marketing,Analyst,0,9/13/2025,0,Master,54484,40,2,39,14,18,2,1,0,1,No,Low,Medium
45329,Sneha Chopra,40,Male,Ahmedabad,HR,Senior Manager,17,8/29/2008,0,Bachelor,218814,43,4,17,12,30,5,1,0,2,No,Medium,Medium
45330,Nikhil Jain,31,Male,Gurgaon,Finance,Engineer,3,9/10/2022,3,Bachelor,72217,44,10,99,3,19,5,0,2,3,No,Medium,Medium
45331,Pooja Mishra,48,Female,Hyderabad,Operations,Senior Engineer,5,10/23/2020,3,Master,109950,57,4,61,14,15,3,1,1,1,No,Medium,High
45332,Rakesh Joshi,31,Male,Gurgaon,HR,Team Lead,7,1/23/2019,1,Bachelor,149703,58,11,6,14,36,3,0,0,2,Yes,Low,Medium
45333,Priya Saxena,42,Male,Mumbai,Operations,Manager,10,10/18/2015,1,Bachelor,179858,50,1,58,10,30,3,0,1,1,No,Medium,Medium
45334,Deepak Bansal,35,Female,Mumbai,IT Support,Engineer,4,10/5/2021,1,Master,72406,56,11,98,5,28,2,0,0,2,No,Low,Low
45335,Amit Mishra,39,Male,Pune,Compliance,Engineer,2,1/15/2024,1,Bachelor,58466,58,2,75,2,35,2,0,0,2,No,Medium,Medium
45336,Isha Joshi,29,Male,Chennai,Finance,Senior Engineer,5,10/28/2020,5,Diploma,128083,56,8,10,11,27,3,1,0,2,No,Low,Low
45337,Rekha Deshpande,50,Male,Gurgaon,Legal,Senior Engineer,7,11/10/2018,5,Bachelor,124083,59,4,83,12,7,4,0,2,1,No,High,High
45338,Riya Tripathi,35,Male,Bangalore,Compliance,Team Lead,7,9/15/2018,1,Diploma,103353,45,2,69,7,36,4,0,1,2,No,Low,Low
45339,Pooja Banerjee,32,Male,Noida,Finance,Senior Engineer,9,9/23/2016,2,Master,88891,41,4,12,13,39,3,0,0,1,No,Low,Medium
45340,Priya Patel,48,Male,Hyderabad,Operations,Senior Manager,17,8/10/2008,2,Master,216322,46,8,8,0,20,5,0,0,2,No,Low,Medium
45341,Sunita Tripathi,43,Male,Hyderabad,Operations,Manager,11,10/5/2014,0,Diploma,212700,49,1,107,5,4,3,0,0,1,Yes,Low,Medium
45342,Ankit Sharma,42,Male,Delhi,Legal,Team Lead,9,10/6/2016,4,Master,113725,45,10,118,7,11,3,0,0,2,No,Low,High
45343,Rekha Singh,36,Male,Chennai,Compliance,Senior Engineer,4,11/4/2021,0,Bachelor,136507,47,5,10,10,20,3,1,1,2,No,Medium,Low
45344,Ritu Verma,26,Male,Noida,Legal,Executive,0,11/26/2025,0,Bachelor,35579,46,5,7,8,32,4,0,2,2,No,Medium,Low
45345,Nisha Tiwari,34,Female,Bangalore,Finance,Senior Engineer,6,9/15/2019,4,Bachelor,108901,50,1,85,13,23,4,0,0,2,No,Low,Medium
45346,Anjali Verma,38,Male,Hyderabad,HR,Analyst,1,11/17/2024,1,Bachelor,58765,56,10,88,1,23,2,0,0,2,No,Low,Low
45347,Manish Jain,34,Female,Ahmedabad,Operations,Senior Engineer,5,8/28/2020,0,Master,85765,51,2,84,5,10,3,0,0,2,No,Low,Low
45348,Seema Rao,44,Female,Ahmedabad,Operations,Manager,10,10/26/2015,0,Master,164717,51,11,40,14,26,4,0,0,2,Yes,Low,Medium
45349,Sneha Tiwari,31,Male,Gurgaon,Compliance,Engineer,1,10/9/2024,0,Bachelor,89175,42,3,111,10,13,1,0,0,1,No,Low,Medium
45350,Gaurav Gupta,37,Female,Bangalore,Sales,Executive,0,12/9/2025,0,Bachelor,23516,49,6,85,12,25,2,0,1,1,No,Low,Medium
45351,Anjali Verma,31,Female,Hyderabad,Finance,Engineer,1,1/16/2025,0,Bachelor,65617,49,5,111,2,33,3,0,0,3,No,Low,Medium
45352,Suresh Mukherjee,27,Male,Pune,IT Support,Engineer,1,8/14/2024,0,Master,83880,45,3,77,6,11,2,0,0,1,No,Low,Medium
45353,Riya Malhotra,38,Female,Mumbai,HR,Engineer,3,8/1/2022,3,Master,67960,52,3,104,1,29,4,0,0,3,Yes,Low,Low
45354,Shweta Gupta,44,Male,Chennai,Compliance,Senior Engineer,5,9/24/2020,5,PhD,86871,55,8,71,3,2,1,0,0,1,No,Low,Medium
45355,Simran Verma,40,Male,Mumbai,Sales,Engineer,4,11/23/2021,0,Master,58769,46,9,61,5,17,2,0,1,1,No,Medium,Medium
45356,Manish Khanna,42,Female,Mumbai,Legal,Team Lead,6,11/16/2019,2,Bachelor,123687,44,5,66,7,11,4,0,0,2,Yes,Low,Low
45357,Mohit Patel,35,Female,Delhi,Engineering,Analyst,0,1/12/2026,0,Master,42949,51,7,30,1,25,2,0,1,2,No,Low,High
45358,Karan Saxena,36,Male,Mumbai,Compliance,Engineer,3,10/3/2022,2,Bachelor,86198,55,5,68,11,22,2,1,0,1,No,Medium,Medium
45359,Nikhil Saxena,48,Male,Gurgaon,Finance,Team Lead,9,8/23/2016,0,Bachelor,132228,41,11,108,4,21,2,0,0,1,No,Low,Medium
45360,Prashant Mehta,46,Female,Bangalore,Sales,Engineer,3,12/8/2022,1,Bachelor,58686,46,2,67,7,1,2,0,1,1,No,Medium,High
45361,Mohit Saxena,38,Female,Gurgaon,Operations,Senior Engineer,9,10/5/2016,1,Bachelor,131260,42,8,89,14,34,3,1,0,2,No,Medium,Low
45362,Akash Naidu,43,Male,Hyderabad,Legal,Executive,2,12/23/2023,1,Master,20087,55,10,15,11,21,2,3,0,1,No,High,High
45363,Prashant Mishra,36,Male,Chennai,HR,Senior Engineer,7,10/21/2018,5,Bachelor,120577,44,6,78,4,32,3,0,0,2,No,Low,Low
45364,Mohit Chopra,50,Male,Noida,IT Support,Manager,9,11/6/2016,3,Bachelor,197289,43,4,45,2,32,4,2,2,1,No,High,Medium
45365,Nisha Tiwari,42,Male,Bangalore,Marketing,Team Lead,7,1/22/2019,5,Diploma,115908,54,10,86,0,34,4,0,0,2,No,Low,Medium
45366,Priya Rao,43,Male,Noida,Sales,Analyst,3,1/20/2023,3,Bachelor,34221,54,6,33,7,20,3,0,0,1,No,Low,Medium
45367,Simran Das,47,Male,Noida,IT Support,Senior Engineer,9,7/31/2016,2,Bachelor,86236,55,11,43,3,12,4,1,1,2,No,Medium,Medium
45368,Karan Tripathi,36,Female,Hyderabad,Operations,Engineer,5,8/18/2020,3,Bachelor,64767,47,1,118,1,28,3,0,0,2,No,Low,Medium
45369,Swati Naidu,38,Male,Noida,Legal,Executive,1,12/19/2024,0,Diploma,22365,48,9,118,8,22,2,1,0,1,No,Medium,High
45370,Ritu Singh,32,Male,Ahmedabad,Marketing,Senior Engineer,8,12/7/2017,0,Bachelor,118918,47,3,88,1,14,5,1,0,3,Yes,Medium,Low
45371,Manish Naidu,54,Male,Noida,Sales,Team Lead,11,12/31/2014,0,Bachelor,110746,50,3,50,4,26,4,0,0,2,No,Low,Medium
45372,Pallavi Khanna,40,Female,Gurgaon,HR,Senior Engineer,4,10/1/2021,4,Master,114642,51,5,44,11,30,3,1,1,2,No,Medium,Low
45373,Meena Kumar,28,Female,Gurgaon,Finance,Executive,1,1/20/2025,1,Master,22269,44,8,12,5,9,2,1,0,1,No,Medium,High
45374,Manish Tiwari,40,Female,Bangalore,HR,Analyst,3,8/29/2022,1,Bachelor,44485,44,2,77,2,14,3,0,2,2,No,Medium,Low
45375,Suresh Bansal,36,Male,Ahmedabad,HR,Engineer,2,10/24/2023,0,Bachelor,49187,47,5,105,14,23,3,0,1,2,No,Low,Low
45376,Shweta Khanna,47,Female,Bangalore,Legal,Team Lead,10,9/19/2015,2,Master,136512,58,3,65,1,29,4,1,0,2,Yes,Low,Low
45377,Isha Rao,66,Female,Delhi,Legal,Senior Manager,24,9/8/2001,4,Bachelor,282590,54,9,57,11,7,5,0,0,3,Yes,Low,Low
45378,Swati Rao,47,Male,Bangalore,Engineering,Senior Engineer,6,11/25/2019,1,Bachelor,94273,50,6,5,9,26,5,0,0,3,No,Low,Medium
45379,Seema Malhotra,41,Female,Chennai,Engineering,Executive,2,9/7/2023,1,Bachelor,35492,56,2,103,9,0,2,0,2,1,No,Medium,Medium
45380,Pallavi Naidu,25,Male,Pune,Compliance,Engineer,1,1/4/2025,0,Bachelor,56040,48,4,34,3,2,2,0,1,1,No,Medium,High
45381,Rohit Bansal,46,Female,Bangalore,Engineering,Engineer,3,1/7/2023,2,Diploma,46376,52,10,15,8,7,4,0,0,3,No,Low,Low
45382,Mohit Kulkarni,35,Female,Ahmedabad,Finance,Senior Engineer,5,11/14/2020,0,Bachelor,116511,48,10,62,8,3,3,0,0,2,No,Low,Medium
45383,Riya Singh,44,Female,Chennai,IT Support,Senior Engineer,8,11/18/2017,4,Bachelor,80707,46,7,68,11,22,4,1,0,2,No,Low,Medium
45384,Ritu Agarwal,36,Other,Noida,Engineering,Executive,1,9/21/2024,0,Diploma,25482,57,11,83,12,7,2,0,1,2,No,Low,High
45385,Vikas Patel,39,Male,Pune,Legal,Engineer,2,1/13/2024,1,Bachelor,73476,58,5,62,0,18,3,0,0,2,No,Low,Low
45386,Swati Tiwari,26,Male,Pune,Marketing,Engineer,4,12/8/2021,0,Bachelor,63024,47,10,48,10,13,3,0,1,1,No,Medium,High
45387,Pooja Reddy,42,Female,Bangalore,Legal,Senior Engineer,6,8/3/2019,2,Bachelor,92076,46,9,20,3,34,3,0,0,2,Yes,Low,Medium
45388,Swati Banerjee,59,Male,Ahmedabad,Marketing,Manager,15,8/7/2010,1,Bachelor,205568,43,9,68,4,31,4,1,1,2,No,High,Low
45389,Simran Khanna,37,Male,Hyderabad,IT Support,Executive,2,8/30/2023,0,Master,24936,55,2,86,0,19,3,0,0,2,No,Low,Medium
45390,Simran Tiwari,34,Male,Noida,Legal,Analyst,2,8/15/2023,1,Bachelor,49446,45,7,72,11,2,2,3,1,2,No,High,Low
45391,Prashant Das,31,Female,Mumbai,Sales,Analyst,3,12/28/2022,0,Diploma,42444,44,1,97,6,19,3,1,0,2,No,Medium,Medium
45392,Aarti Reddy,36,Female,Noida,Legal,Engineer,4,10/7/2021,2,Bachelor,54776,42,2,118,9,16,3,0,0,2,No,Low,Low
45393,Meena Banerjee,26,Male,Delhi,Compliance,Analyst,2,7/28/2023,1,Master,57886,46,5,83,14,36,2,1,0,1,No,Low,High
45394,Mohit Verma,52,Female,Chennai,Operations,Manager,15,10/18/2010,3,Diploma,185594,57,1,112,7,27,5,1,1,3,Yes,Medium,Low
45395,Karan Kumar,58,Female,Ahmedabad,Operations,Senior Manager,24,1/21/2002,2,Bachelor,191857,59,6,79,7,29,5,1,2,2,No,Medium,Low
45396,Tanya Naidu,28,Female,Mumbai,Legal,Analyst,1,8/20/2024,0,Bachelor,37295,53,2,29,0,25,2,1,2,1,No,Medium,Medium
45397,Kavita Verma,43,Male,Mumbai,Finance,Executive,0,12/18/2025,0,Master,21587,56,8,91,12,0,3,0,0,2,No,Low,Medium
45398,Ritu Das,48,Male,Gurgaon,Compliance,Manager,9,1/8/2017,0,Bachelor,211717,44,10,7,8,5,5,0,1,2,No,Low,Low
45399,Amit Patel,39,Female,Delhi,Finance,Engineer,2,12/23/2023,2,Master,83610,52,7,114,8,10,3,0,1,1,No,Low,Medium
45400,Arjun Sharma,55,Male,Bangalore,Marketing,Senior Manager,18,9/17/2007,5,Master,205661,50,2,2,7,36,5,3,0,3,No,High,High
45401,Gaurav Patel,36,Female,Gurgaon,Compliance,Team Lead,6,12/13/2019,2,PhD,108161,46,11,20,14,14,4,1,0,2,No,Medium,Medium
45402,Sneha Banerjee,47,Male,Mumbai,Sales,Senior Engineer,4,12/16/2021,4,PhD,122654,41,10,85,14,33,3,0,0,2,Yes,Low,Medium
45403,Suresh Pandey,40,Male,Ahmedabad,Marketing,Engineer,5,10/4/2020,2,Bachelor,45891,41,4,118,8,23,3,1,0,2,No,Medium,Medium
45404,Tanya Singh,56,Male,Noida,Sales,Team Lead,12,11/8/2013,0,Diploma,125108,42,2,59,7,31,5,3,0,3,Yes,Low,Low
45405,Swati Tiwari,40,Male,Ahmedabad,IT Support,Analyst,1,8/15/2024,1,Bachelor,32695,47,11,110,10,5,3,0,0,3,Yes,Low,Low
45406,Vikas Banerjee,45,Male,Chennai,IT Support,Manager,14,10/14/2011,5,Bachelor,145824,46,11,80,5,2,4,2,1,2,No,High,Medium
45407,Arjun Deshpande,37,Male,Hyderabad,Finance,Analyst,3,8/11/2022,1,Master,31735,40,3,92,11,16,4,0,0,2,Yes,Low,Medium
45408,Vikas Chatterjee,38,Male,Bangalore,Engineering,Team Lead,8,11/16/2017,2,Bachelor,130280,52,9,88,8,19,3,1,1,2,No,Medium,Low
45409,Deepak Chatterjee,56,Female,Bangalore,Finance,Manager,13,12/13/2012,4,Diploma,207134,52,1,20,1,28,5,3,1,3,Yes,High,Low
45410,Rahul Mishra,38,Male,Bangalore,IT Support,Engineer,1,12/2/2024,0,Bachelor,62915,59,8,3,5,26,2,0,0,2,No,Low,Medium
45411,Arjun Bansal,52,Male,Ahmedabad,Finance,Team Lead,8,12/17/2017,5,Bachelor,157449,59,11,84,9,21,4,0,0,3,No,Low,Low
45412,Tanya Iyer,45,Female,Noida,Legal,Analyst,1,12/11/2024,0,Master,59282,44,6,80,1,27,3,0,0,2,No,Low,Low
45413,Neha Mishra,33,Female,Noida,Sales,Executive,2,9/18/2023,0,Master,31859,52,4,110,2,10,1,0,0,1,No,Low,Medium
